Title,Price,Street,Meters,Rooms,Toilets,Phone
Alquiler apartamento en El Camp d´en Grassot i Gràcia Nova Barcelona,1.800 €,El Camp d´en Grassot i Gràcia Nova,75 m2,2 hab.,2 baños,910781711
Alquiler apartamento en El Camp de l´Arpa del Clot Barcelona,1.495 €,El Camp de l´Arpa del Clot,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.627 €,Raval,70 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Sagrada Família Barcelona,1.200 €,Sagrada Família,71 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,1.700 €,Gòtic,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Poblenou Barcelona,1.600 €,Poblenou,65 m2,2 hab.,1 baño,910781711
Alquiler apartamento en La Vila Olímpica del Poblenou Barcelona,1.200 €,La Vila Olímpica del Poblenou,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Barceloneta Barcelona,890 €,Barceloneta,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Sagrada Família Barcelona,1.795 €,Sagrada Família,1 m2,3 hab.,1 baño,910781711
Alquiler apartamento en El Camp de l´Arpa del Clot Barcelona,1.390 €,El Camp de l´Arpa del Clot,50 m2,3 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.490 €,St. Pere - Sta. Caterina - El Born,60 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,950 €,St. Pere - Sta. Caterina - El Born,40 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,1.690 €,Dreta de l´Eixample,47 m2,1 hab.,1 baño,910781711
Alquiler apartamento en La Nova Esquerra de l´Eixample Barcelona,1.295 €,La Nova Esquerra de l´Eixample,1 m2,2 hab.,2 baños,910781711
Alquiler apartamento en Trinitat Vella Barcelona,1.100 €,Trinitat Vella,1 m2,1 hab.,1 baño,910781711
Alquiler piso en Dreta de l´Eixample Barcelona,7.700 €,Dreta de l´Eixample,80 m2,2 hab.,2 baños,615118359
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.943 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,4.725 €,Dreta de l´Eixample,70 m2,1 hab.,2 baños,910781711
Alquiler apartamento en La Nova Esquerra de l´Eixample Barcelona,5.519 €,La Nova Esquerra de l´Eixample,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Baix Guinardó Barcelona,3.500 €,Baix Guinardó,1 m2,4 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.950 €,St. Pere - Sta. Caterina - El Born,65 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.090 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,890 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.450 €,Raval,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,1.995 €,Dreta de l´Eixample,89 m2,3 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,1.350 €,Gòtic,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,1.500 €,Dreta de l´Eixample,40 m2,1 hab.,1 baño,910781711
Alquiler apartamento en El Clot Barcelona,1.500 €,El Clot,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Barceloneta Barcelona,1.095 €,Barceloneta,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,1.700 €,Gòtic,65 m2,2 hab.,1 baño,910781711
Alquiler apartamento en El Clot Barcelona,1.819 €,El Clot,71 m2,4 hab.,2 baños,910781711
Alquiler apartamento en L´Antiga Esquerra de l´Eixample Barcelona,1.450 €,L´Antiga Esquerra de l´Eixample,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Fort Pienc Barcelona,1.950 €,Fort Pienc,89 m2,3 hab.,1 baño,910781711
Alquiler apartamento en Fort Pienc Barcelona,1.475 €,Fort Pienc,76 m2,2 hab.,1 baño,910781711
Alquiler apartamento en La Teixonera Barcelona,1.800 €,La Teixonera,110 m2,3 hab.,2 baños,910781711
Alquiler apartamento en Putget - Farró Barcelona,1.550 €,Putget - Farró,32 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,2.800 €,Gòtic,54 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,1.590 €,Dreta de l´Eixample,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Sant Antoni Barcelona,1.495 €,Sant Antoni,63 m2,2 hab.,1 baño,910781711
Alquiler piso apartamento con terraza en el born en Barcelona,2.680 €,St. Pere - Sta. Caterina - El Born,60 m2,2 hab.,1 baño,675405820
Alquiler apartamento en La Torrassa Hospitalet de Llobregat (L´),3.557 €,La Torrassa,1 m2,1 hab.,1 baño,910781711
Alquiler loft  con piscina en Congrés - Indians Barcelona,2.000 €,Congrés - Indians - Carrer de Puerto Príncipe,40 m2,1 hab.,1 baño,675405820
Alquiler apartamento en El Poble Sec - Parc de Montjuïc Barcelona,1.395 €,El Poble Sec - Parc de Montjuïc,60 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Sant Antoni Barcelona,1.595 €,Sant Antoni,63 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,6.203 €,Raval,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,1.920 €,Dreta de l´Eixample,1 m2,1 hab.,1 baño,910781711
Alquiler piso en St. Pere - Sta. Caterina - El Born Barcelona,2.490 €,St. Pere - Sta. Caterina - El Born,97 m2,2 hab.,2 baños,640714135
Alquiler apartamento en Sant Antoni Barcelona,1.350 €,Sant Antoni,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.495 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.395 €,Raval,55 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Vila de Gràcia Barcelona,1.900 €,Vila de Gràcia,60 m2,3 hab.,1 baño,910781711
Alquiler apartamento en Poblenou Barcelona,1.490 €,Poblenou,54 m2,2 hab.,1 baño,910781711
Alquiler apartamento en L´Antiga Esquerra de l´Eixample Barcelona,1.550 €,L´Antiga Esquerra de l´Eixample,47 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,2.500 €,St. Pere - Sta. Caterina - El Born,70 m2,3 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.450 €,St. Pere - Sta. Caterina - El Born,62 m2,1 hab.,1 baño,910781711
Alquiler apartamento en La Vila Olímpica del Poblenou Barcelona,1.250 €,La Vila Olímpica del Poblenou,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Putget - Farró Barcelona,1.350 €,Putget - Farró,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.495 €,Raval,65 m2,2 hab.,1 baño,910781711
"Alquiler piso en plaça lesseps piso acabado de reformar, alto, luminoso y soleado en Barcelona",1.300 €,"Sant Gervasi - Galvany - Plaça Lesseps, 33",80 m2,4 hab.,2 baños,656445845
Alquiler apartamento en Dreta de l´Eixample Barcelona,4.600 €,Dreta de l´Eixample,1 m2,6 hab.,2 baños,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.350 €,St. Pere - Sta. Caterina - El Born,55 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Vila de Gràcia Barcelona,1.300 €,Vila de Gràcia,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.300 €,St. Pere - Sta. Caterina - El Born,45 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Vila de Gràcia Barcelona,2.200 €,Vila de Gràcia,78 m2,3 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.295 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.300 €,Raval,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Putget - Farró Barcelona,1.195 €,Putget - Farró,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en El Poble Sec - Parc de Montjuïc Barcelona,995 €,El Poble Sec - Parc de Montjuïc,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.195 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,1.195 €,Gòtic,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,2.646 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,1.270 €,Gòtic,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,2.700 €,Raval,95 m2,3 hab.,1 baño,910781711
Alquiler apartamento en Hostafrancs Barcelona,3.450 €,Hostafrancs,150 m2,4 hab.,2 baños,910781711
Alquiler apartamento en Sants Barcelona,1.423 €,Sants,60 m2,3 hab.,1 baño,910781711
Alquiler apartamento en Provençals del Poblenou Barcelona,1.295 €,Provençals del Poblenou,80 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.350 €,St. Pere - Sta. Caterina - El Born,50 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Sant Antoni Barcelona,1.650 €,Sant Antoni,60 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Fort Pienc Barcelona,1.495 €,Fort Pienc,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en L´Antiga Esquerra de l´Eixample Barcelona,1.500 €,L´Antiga Esquerra de l´Eixample,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.825 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.300 €,St. Pere - Sta. Caterina - El Born,25 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.800 €,Raval,1 m2,2 hab.,1 baño,910781711
Alquiler piso  de dos habitaciones en calle de bac de roda en Barcelona,2.400 €,Poblenou - Carrer de Bac de Roda,70 m2,2 hab.,1 baño,931222465
Alquiler piso  de 2 habitaciones en calle de bac de roda en Barcelona,2.700 €,Poblenou - Carrer de Bac de Roda,90 m2,3 hab.,2 baños,931222465
Alquiler apartamento en Gòtic Barcelona,1.325 €,Gòtic,40 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Vila de Gràcia Barcelona,2.995 €,Vila de Gràcia,68 m2,3 hab.,2 baños,910781711
Alquiler apartamento en Raval Barcelona,1.450 €,Raval,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en La Nova Esquerra de l´Eixample Barcelona,1.490 €,La Nova Esquerra de l´Eixample,70 m2,3 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.100 €,St. Pere - Sta. Caterina - El Born,35 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.290 €,St. Pere - Sta. Caterina - El Born,40 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Sant Ramon - Maternitat Barcelona,2.550 €,Sant Ramon - Maternitat,1 m2,4 hab.,2 baños,910781711
Alquiler piso en Pedralbes Barcelona,3.750 €,Pedralbes,220 m2,4 hab.,3 baños,615118359
Alquiler piso fantástico piso reformado con encanto a pocos metros del mercat de sant antoni en Barcelona,1.050 €,Raval - Carrer de la Cera,45 m2,1 hab.,1 baño,663117270
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.825 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.825 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en La Sagrera Barcelona,1.500 €,La Sagrera,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.825 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler piso maravilloso piso en paseo sant joan en Barcelona,2.300 €,Fort Pienc,130 m2,3 hab.,2 baños,935154444
Alquiler apartamento en Gòtic Barcelona,4.725 €,Gòtic,126 m2,2 hab.,2 baños,910781711
Alquiler apartamento en La Sagrera Barcelona,1.500 €,La Sagrera,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.050 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.190 €,Raval,50 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Putget - Farró Barcelona,1.200 €,Putget - Farró,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.095 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en L´Antiga Esquerra de l´Eixample Barcelona,1.650 €,L´Antiga Esquerra de l´Eixample,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en L´Antiga Esquerra de l´Eixample Barcelona,3.090 €,L´Antiga Esquerra de l´Eixample,59 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Sant Antoni Barcelona,2.800 €,Sant Antoni,70 m2,2 hab.,3 baños,910781711
Alquiler apartamento en Vila de Gràcia Barcelona,1.550 €,Vila de Gràcia,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Sant Antoni Barcelona,1.395 €,Sant Antoni,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Provençals del Poblenou Barcelona,1.550 €,Provençals del Poblenou,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en El Clot Barcelona,2.300 €,El Clot,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Sant Antoni Barcelona,2.450 €,Sant Antoni,70 m2,3 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.150 €,St. Pere - Sta. Caterina - El Born,32 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.300 €,Raval,70 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.825 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,2.400 €,Gòtic,75 m2,2 hab.,3 baños,910781711
Alquiler apartamento en Sant Antoni Barcelona,4.450 €,Sant Antoni,1 m2,3 hab.,2 baños,910781711
Alquiler apartamento en La Nova Esquerra de l´Eixample Barcelona,1.500 €,La Nova Esquerra de l´Eixample,65 m2,2 hab.,2 baños,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,2.417 €,St. Pere - Sta. Caterina - El Born,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.000 €,Raval,45 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Vallcarca - Penitents Barcelona,1.100 €,Vallcarca - Penitents,80 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.750 €,St. Pere - Sta. Caterina - El Born,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Turó de la Peira Barcelona,1.800 €,Turó de la Peira,60 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Sant Antoni Barcelona,1.395 €,Sant Antoni,1 m2,1 hab.,1 baño,910781711
"Alquiler piso apartamento recién reformado: elegancia, espacio y estilo en el corazón "" en Barcelona",1.950 €,Baix Guinardó,95 m2,3 hab.,4 baños,931594810
Alquiler piso  reformado en el centro en Sagrada Família Barcelona,2.700 €,Sagrada Família,70 m2,2 hab.,1 baño,675405820
Alquiler apartamento en Gòtic Barcelona,1.943 €,Gòtic,1 m2,2 hab.,1 baño,910781711
Alquiler piso totalmente amueblado en St. Pere - Sta. Caterina - El Born Barcelona,1.850 €,St. Pere - Sta. Caterina - El Born,109 m2,2 hab.,1 baño,934772747
Alquiler apartamento en Raval Barcelona,1.300 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.425 €,Raval,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,1.600 €,Dreta de l´Eixample,70 m2,3 hab.,2 baños,910781711
Alquiler apartamento en Raval Barcelona,1.400 €,Raval,1 m2,3 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.600 €,Raval,1 m2,3 hab.,2 baños,910781711
Alquiler dúplex en plaça catalana precioso alquiler de loft-duplex en Barcelona,1.200 €,"Guinardó - Plaça Catalana, sn",83 m2,1 hab.,1 baño,660239754
Alquiler apartamento en La Florida Hospitalet de Llobregat (L´),1.300 €,La Florida,40 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.400 €,St. Pere - Sta. Caterina - El Born,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,900 €,Gòtic,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.650 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en L´Antiga Esquerra de l´Eixample Barcelona,4.043 €,L´Antiga Esquerra de l´Eixample,100 m2,4 hab.,2 baños,910781711
Alquiler apartamento en Raval Barcelona,3.000 €,Raval,87 m2,4 hab.,2 baños,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,2.000 €,St. Pere - Sta. Caterina - El Born,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,2.000 €,St. Pere - Sta. Caterina - El Born,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Putget - Farró Barcelona,1.350 €,Putget - Farró,1 m2,1 hab.,1 baño,910781711
Alquiler planta baja en carrer salamanca piso en carrer salamanca en Barcelona,1.400 €,"Barceloneta - Carrer salamanca, 00",45 m2,2 hab.,1 baño,658542560
Alquiler apartamento en Baix Guinardó Barcelona,1.700 €,Baix Guinardó,70 m2,3 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.750 €,St. Pere - Sta. Caterina - El Born,55 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,2.950 €,St. Pere - Sta. Caterina - El Born,1 m2,4 hab.,2 baños,910781711
Alquiler apartamento en El Poble Sec - Parc de Montjuïc Barcelona,1.000 €,El Poble Sec - Parc de Montjuïc,37 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,1.100 €,Dreta de l´Eixample,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Putget - Farró Barcelona,2.200 €,Putget - Farró,1 m2,3 hab.,2 baños,910781711
Alquiler apartamento en Sant Gervasi - Galvany Barcelona,1.270 €,Sant Gervasi - Galvany,60 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Sagrada Família Barcelona,2.150 €,Sagrada Família,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Congrés - Indians Barcelona,1.800 €,Congrés - Indians,80 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Guinardó Barcelona,1.600 €,Guinardó,40 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Sants Barcelona,1.400 €,Sants,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,4.600 €,Gòtic,1 m2,2 hab.,2 baños,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.450 €,St. Pere - Sta. Caterina - El Born,47 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Navas Barcelona,1.650 €,Navas,65 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,2.000 €,St. Pere - Sta. Caterina - El Born,65 m2,3 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.390 €,St. Pere - Sta. Caterina - El Born,30 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Putget - Farró Barcelona,1.250 €,Putget - Farró,48 m2,1 hab.,1 baño,910781711
Alquiler apartamento en El Camp de l´Arpa del Clot Barcelona,1.590 €,El Camp de l´Arpa del Clot,1 m2,3 hab.,2 baños,910781711
Alquiler apartamento en Guinardó Barcelona,1.450 €,Guinardó,1 m2,3 hab.,1 baño,910781711
Alquiler loft fantastico loft con terraza en St. Pere - Sta. Caterina - El Born Barcelona,1.250 €,St. Pere - Sta. Caterina - El Born,69 m2,1 baño,"18,12 €/m2",663117270
Alquiler apartamento en Raval Barcelona,1.290 €,Raval,1 m2,2 hab.,1 baño,910781711
Alquiler piso en La Teixonera Barcelona,780 €,La Teixonera,50 m2,2 hab.,1 baño,933573279
Alquiler piso en paseo sant gervasi se alquila ático en sant gervasi en Barcelona,1.300 €,"Sant Gervasi - Bonanova - Paseo Sant Gervasi, 55",80 m2,3 hab.,1 baño,934181821
Alquiler apartamento en Baix Guinardó Barcelona,3.500 €,Baix Guinardó,1 m2,4 hab.,1 baño,910781711
Alquiler apartamento en La Salut Barcelona,1.700 €,La Salut,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.628 €,Raval,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Barceloneta Barcelona,1.800 €,Barceloneta,65 m2,2 hab.,2 baños,910781711
Alquiler apartamento en Guinardó Barcelona,1.650 €,Guinardó,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en La Torrassa Hospitalet de Llobregat (L´),904 €,La Torrassa,30 m2,1 hab.,1 baño,910781711
Alquiler apartamento en La Vila Olímpica del Poblenou Barcelona,1.250 €,La Vila Olímpica del Poblenou,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,2.000 €,St. Pere - Sta. Caterina - El Born,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Verdum Barcelona,1.800 €,Verdum,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Gòtic Barcelona,1.180 €,Gòtic,46 m2,1 hab.,1 baño,910781711
Alquiler apartamento en La Font d´en Fargues Barcelona,1.200 €,La Font d´en Fargues,35 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Barceloneta Barcelona,1.050 €,Barceloneta,1 m2,1 hab.,1 baño,910781711
Alquiler piso  en alquiler completamente reformado en Barcelona,3.320 €,La Nova Esquerra de l´Eixample,80 m2,2 hab.,2 baños,675405820
Alquiler apartamento en Sant Andreu de Palomar Barcelona,1.500 €,Sant Andreu de Palomar,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,900 €,Raval,1 m2,1 hab.,1 baño,910781711
Alquiler estudio en Raval Barcelona,1.100 €,Raval,40 m2,1 baño,"27,50 €/m2",910781711
Alquiler estudio en Sagrada Família Barcelona,1.200 €,Sagrada Família,60 m2,1 baño,"20,00 €/m2",910781711
Alquiler estudio en Barceloneta Barcelona,1.100 €,Barceloneta,29 m2,1 baño,"37,93 €/m2",910781711
Alquiler estudio en Sant Antoni Barcelona,1.450 €,Sant Antoni,40 m2,1 baño,"36,25 €/m2",910781711
Alquiler estudio en Progrés - Pep Ventura Badalona,1.080 €,Progrés - Pep Ventura,37 m2,1 baño,"29,19 €/m2",910781711
Alquiler estudio en Vila de Gràcia Barcelona,1.250 €,Vila de Gràcia,1 m2,1 baño,"1.250,00 €/m2",910781711
Alquiler estudio en Barceloneta Barcelona,1.050 €,Barceloneta,1 m2,1 baño,"1.050,00 €/m2",910781711
"Alquiler piso en carrer lloret de mar salón, cocina amueblada en Badalona",800 €,"Lloreda - Carrer Lloret De Mar,",49 m2,1 hab.,1 baño,689238446
Alquiler estudio en Raval Barcelona,1.350 €,Raval,35 m2,1 baño,"38,57 €/m2",910781711
Alquiler estudio en Sant Josep Hospitalet de Llobregat (L´),995 €,Sant Josep,35 m2,1 baño,"28,43 €/m2",910781711
Alquiler apartamento en El Parc i la Llacuna del Poblenou Barcelona,1.750 €,El Parc i la Llacuna del Poblenou,1 m2,1 hab.,1 baño,910781711
Alquiler estudio en Raval Barcelona,1.500 €,Raval,1 m2,1 baño,"1.500,00 €/m2",910781711
Alquiler estudio en St. Pere - Sta. Caterina - El Born Barcelona,1.350 €,St. Pere - Sta. Caterina - El Born,40 m2,1 baño,"33,75 €/m2",910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,2.600 €,Dreta de l´Eixample,1 m2,2 hab.,1 baño,910781711
Alquiler apartamento en Raval Barcelona,1.628 €,Raval,70 m2,2 hab.,1 baño,910781711
Alquiler estudio en Raval Barcelona,990 €,Raval,27 m2,1 baño,"36,67 €/m2",910781711
Alquiler estudio en Raval Barcelona,2.500 €,Raval,50 m2,1 baño,"50,00 €/m2",910781711
Alquiler estudio en Raval Barcelona,1.050 €,Raval,20 m2,1 baño,"52,50 €/m2",910781711
Alquiler estudio en St. Pere - Sta. Caterina - El Born Barcelona,1.195 €,St. Pere - Sta. Caterina - El Born,1 m2,1 baño,"1.195,00 €/m2",910781711
Alquiler estudio en L´Antiga Esquerra de l´Eixample Barcelona,2.857 €,L´Antiga Esquerra de l´Eixample,50 m2,1 baño,"57,14 €/m2",910781711
Alquiler apartamento en Raval Barcelona,900 €,Raval,50 m2,1 hab.,1 baño,910781711
Alquiler apartamento en El Poble Sec - Parc de Montjuïc Barcelona,1.265 €,El Poble Sec - Parc de Montjuïc,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en Vallcarca - Penitents Barcelona,1.100 €,Vallcarca - Penitents,40 m2,2 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.750 €,St. Pere - Sta. Caterina - El Born,1 m2,1 hab.,1 baño,910781711
Alquiler apartamento en La Torrassa Hospitalet de Llobregat (L´),1.150 €,La Torrassa,80 m2,3 hab.,1 baño,910781711
Alquiler estudio en Barri de les Corts Barcelona,1.090 €,Barri de les Corts,30 m2,1 baño,"36,33 €/m2",910781711
Alquiler estudio en Vila de Gràcia Barcelona,1.490 €,Vila de Gràcia,30 m2,1 baño,"49,67 €/m2",910781711
Alquiler estudio en Dreta de l´Eixample Barcelona,1.400 €,Dreta de l´Eixample,1 m2,1 baño,"1.400,00 €/m2",910781711
Alquiler estudio en Pedralbes Barcelona,1.295 €,Pedralbes,25 m2,1 baño,"51,80 €/m2",910781711
Alquiler apartamento en Dreta de l´Eixample Barcelona,1.450 €,Dreta de l´Eixample,64 m2,1 hab.,1 baño,910781711
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,1.750 €,St. Pere - Sta. Caterina - El Born,50 m2,1 hab.,1 baño,910781711
Alquiler estudio en Barri de les Corts Barcelona,995 €,Barri de les Corts,25 m2,1 baño,"39,80 €/m2",910781711
Alquiler estudio en St. Pere - Sta. Caterina - El Born Barcelona,1.100 €,St. Pere - Sta. Caterina - El Born,1 m2,1 baño,"1.100,00 €/m2",910781711
Alquiler estudio en Sant Gervasi - Galvany Barcelona,1.580 €,Sant Gervasi - Galvany,67 m2,1 baño,"23,58 €/m2",910781711
Alquiler estudio en Sagrada Família Barcelona,900 €,Sagrada Família,1 m2,1 baño,"900,00 €/m2",910781711
